filename,expected value,predicted value,true-pos conf
dataset/benchmark_p/p_32.png,1,0,0.04560438431676339
dataset/benchmark_p/p_21.png,1,0,0.5113209606299959
dataset/benchmark_p/p_9.png,1,1,0.7318517950174672
dataset/benchmark_p/p_20.png,1,0,0.48332545759793677
dataset/benchmark_p/p_37.png,1,0,0.15540328327266106
dataset/benchmark_p/p_34.png,1,0,0.09725094616342257
dataset/benchmark_p/p_7.png,1,1,0.7222055140759511
dataset/benchmark_p/p_40.png,1,0,0.09449234694570571
dataset/benchmark_p/p_50.png,1,0,0.24859299651220468
dataset/benchmark_p/p_5.png,1,1,0.7098479502243077
dataset/benchmark_p/p_36.png,1,0,0.0901725905344136
dataset/benchmark_p/p_33.png,1,0,0.0230314715554128
dataset/benchmark_p/p_38.png,1,0,0.09228274972108634
dataset/benchmark_p/p_43.png,1,0,0.21802932005700423
dataset/benchmark_p/p_48.png,1,0,0.07075295192252841
dataset/benchmark_p/p_1.png,1,1,0.733486961832255
dataset/benchmark_p/p_17.png,1,0,0.6776747138849851
dataset/benchmark_p/p_14.png,1,0,0.5655260324666586
dataset/benchmark_p/p_28.png,1,0,0.5301976271205491
dataset/benchmark_p/p_2.png,1,1,0.7095345790835579
dataset/benchmark_p/p_3.png,1,1,0.7339376428098915
dataset/benchmark_p/p_13.png,1,0,0.6230892672742913
dataset/benchmark_p/p_44.png,1,0,0.05884548157932852
dataset/benchmark_p/p_18.png,1,0,0.6062311260049955
dataset/benchmark_p/p_35.png,1,0,0.11276409784007928
dataset/benchmark_p/p_46.png,1,0,0.0838209271630254
dataset/benchmark_p/p_11.png,1,1,0.7307482847304805
dataset/benchmark_p/p_10.png,1,1,0.7297491493398145
dataset/benchmark_p/p_15.png,1,0,0.63489406788532
dataset/benchmark_p/p_25.png,1,0,0.4907480420462886
dataset/benchmark_p/p_30.png,1,0,0.5563879548215828
dataset/benchmark_p/p_27.png,1,0,0.6677425650869472
dataset/benchmark_p/p_49.png,1,0,0.16395786528095146
dataset/benchmark_p/p_31.png,1,0,0.4135171993481531
