filename,expected value,predicted value,true-pos conf
dataset/benchmark_p/p_32.png,1,0,0.5161247110005186
dataset/benchmark_p/p_21.png,1,1,0.7994132799625835
dataset/benchmark_p/p_9.png,1,1,0.806400444519287
dataset/benchmark_p/p_20.png,1,1,0.7132101874359141
dataset/benchmark_p/p_37.png,1,1,0.7222665305501275
dataset/benchmark_p/p_34.png,1,0,0.5098075407551638
dataset/benchmark_p/p_7.png,1,1,0.9161381507072115
dataset/benchmark_p/p_40.png,1,0,0.6083749349453992
dataset/benchmark_p/p_50.png,1,1,0.737788370078684
dataset/benchmark_p/p_5.png,1,1,0.9423546491149449
dataset/benchmark_p/p_36.png,1,0,0.6328450936371942
dataset/benchmark_p/p_33.png,1,0,0.6815159687524603
dataset/benchmark_p/p_38.png,1,0,0.6234596089667165
dataset/benchmark_p/p_43.png,1,1,0.8021285786544324
dataset/benchmark_p/p_48.png,1,0,0.40666977178197844
dataset/benchmark_p/p_1.png,1,1,0.8241177710215439
dataset/benchmark_p/p_17.png,1,1,0.8253037500878212
dataset/benchmark_p/p_14.png,1,1,0.8006629088392521
dataset/benchmark_p/p_28.png,1,1,0.8768660608670351
dataset/benchmark_p/p_2.png,1,1,0.8207340272500703
dataset/benchmark_p/p_3.png,1,1,0.8158293495812962
dataset/benchmark_p/p_13.png,1,1,0.8137254044592576
dataset/benchmark_p/p_44.png,1,0,0.6924333029793398
dataset/benchmark_p/p_18.png,1,1,0.8545846683106463
dataset/benchmark_p/p_35.png,1,0,0.6151448894361912
dataset/benchmark_p/p_46.png,1,1,0.763401482860373
dataset/benchmark_p/p_11.png,1,1,0.8196284953439487
dataset/benchmark_p/p_10.png,1,1,0.7187043979021921
dataset/benchmark_p/p_15.png,1,1,0.8681033308728583
dataset/benchmark_p/p_25.png,1,1,0.8001460872182843
dataset/benchmark_p/p_30.png,1,0,0.5104451616228897
dataset/benchmark_p/p_27.png,1,1,0.9324096937133218
dataset/benchmark_p/p_49.png,1,0,0.578694649179408
dataset/benchmark_p/p_31.png,1,0,0.5414786576386126
dataset/benchmark_p/p_6.png,1,1,0.806611283063441
dataset/benchmark_p/p_23.png,1,1,0.8573185313138393
dataset/benchmark_p/p_26.png,1,1,0.8390706733618231
dataset/benchmark_p/p_24.png,1,1,0.7818713433918765
dataset/benchmark_p/p_12.png,1,1,0.8566181916489417
dataset/benchmark_p/p_42.png,1,1,0.7553793679312752
dataset/benchmark_p/p_29.png,1,1,0.7030973520556522
dataset/benchmark_p/p_4.png,1,1,0.8761686419091853
dataset/benchmark_p/p_19.png,1,1,0.7785160978429978
dataset/benchmark_p/p_45.png,1,1,0.7379113530721435
dataset/benchmark_p/p_22.png,1,1,0.8371421138874119
dataset/benchmark_p/p_0.png,1,1,0.7806931585465221
dataset/benchmark_p/p_41.png,1,0,0.5136092749234584
dataset/benchmark_p/p_39.png,1,0,0.5996332131254745
dataset/benchmark_p/p_47.png,1,0,0.5539665914190564
dataset/benchmark_p/p_16.png,1,1,0.8482022407730254
dataset/benchmark_p/p_8.png,1,1,0.8952862878520781
dataset/benchmark_n/n_6.png,0,0,0.6461443613497417
dataset/benchmark_n/n_16.png,0,0,0.6486519864025756
dataset/benchmark_n/n_9.png,0,0,0.03452410435658182
dataset/benchmark_n/n_36.png,0,1,0.7421420269996374
dataset/benchmark_n/n_43.png,0,0,6.491364497509534e-07
dataset/benchmark_n/n_38.png,0,0,0.5400785365748251
dataset/benchmark_n/n_29.png,0,0,0.3191588161073412
dataset/benchmark_n/n_30.png,0,0,0.09514621998878173
dataset/benchmark_n/n_10.png,0,0,0.09370769271027891
dataset/benchmark_n/n_26.png,0,0,0.31042727310586016
dataset/benchmark_n/n_22.png,0,0,5.867434193042232e-05
dataset/benchmark_n/n_33.png,0,0,0.5546776329733147
dataset/benchmark_n/n_44.png,0,0,0.25271897359560896
dataset/benchmark_n/n_35.png,0,0,0.1844943044427924
dataset/benchmark_n/n_49.png,0,0,0.6328765429427877
dataset/benchmark_n/n_23.png,0,0,0.048470843216053945
dataset/benchmark_n/n_17.png,0,0,0.5075419639718471
dataset/benchmark_n/n_20.png,0,0,1.0000000994736041e-07
dataset/benchmark_n/n_45.png,0,1,0.8482759297625381
dataset/benchmark_n/n_13.png,0,0,0.13715533046673425
dataset/benchmark_n/n_3.png,0,0,0.0002541863986397304
dataset/benchmark_n/n_32.png,0,1,0.792677479075829
dataset/benchmark_n/n_31.png,0,0,0.6481860503461659
dataset/benchmark_n/n_41.png,0,0,0.6334640238275298
dataset/benchmark_n/n_25.png,0,0,0.6093825693962913
dataset/benchmark_n/n_40.png,0,0,0.6668252264228094
dataset/benchmark_n/n_42.png,0,0,0.016119294746364334
dataset/benchmark_n/n_15.png,0,0,0.08515795896131793
