filename,expected value,predicted value,true-pos conf
dataset/benchmark_p/p_32.png,1,0,0.44375257249343836
dataset/benchmark_p/p_21.png,1,1,0.7452677398480468
dataset/benchmark_p/p_9.png,1,1,0.8086891477698102
dataset/benchmark_p/p_20.png,1,0,0.6599305329942182
dataset/benchmark_p/p_37.png,1,0,0.6198804644586381
dataset/benchmark_p/p_34.png,1,0,0.4148200039074228
dataset/benchmark_p/p_7.png,1,1,0.9135431112772037
dataset/benchmark_p/p_40.png,1,0,0.5305545401804237
dataset/benchmark_p/p_50.png,1,0,0.6483101924535174
dataset/benchmark_p/p_5.png,1,1,0.9361279708189066
dataset/benchmark_p/p_36.png,1,0,0.5379648395726534
dataset/benchmark_p/p_33.png,1,0,0.6198249931559746
dataset/benchmark_p/p_38.png,1,0,0.5400227315688808
dataset/benchmark_p/p_43.png,1,1,0.7384995964371013
dataset/benchmark_p/p_48.png,1,0,0.3200608571045174
dataset/benchmark_p/p_1.png,1,1,0.8293477795227477
dataset/benchmark_p/p_17.png,1,1,0.7815073463915979
dataset/benchmark_p/p_14.png,1,1,0.7536230668769204
dataset/benchmark_p/p_28.png,1,1,0.8594104518948882
dataset/benchmark_p/p_2.png,1,1,0.8197119199347749
dataset/benchmark_p/p_3.png,1,1,0.8186341486600712
dataset/benchmark_p/p_13.png,1,1,0.7845217618127336
dataset/benchmark_p/p_44.png,1,0,0.6233142227493502
dataset/benchmark_p/p_18.png,1,1,0.8178613060081157
dataset/benchmark_p/p_35.png,1,0,0.5562682014053867
dataset/benchmark_p/p_46.png,1,0,0.6929461325120052
dataset/benchmark_p/p_11.png,1,1,0.8349251854943881
dataset/benchmark_p/p_10.png,1,1,0.7289489360798527
dataset/benchmark_p/p_15.png,1,1,0.8511917664162203
dataset/benchmark_p/p_25.png,1,1,0.7689169421908296
dataset/benchmark_p/p_30.png,1,0,0.5341203021223738
dataset/benchmark_p/p_27.png,1,1,0.9125209949312566
dataset/benchmark_p/p_49.png,1,0,0.5
dataset/benchmark_p/p_31.png,1,0,0.5919403137669292
dataset/benchmark_p/p_6.png,1,1,0.8279574360111734
dataset/benchmark_p/p_23.png,1,1,0.8160088797830275
dataset/benchmark_p/p_26.png,1,1,0.8126849404433287
dataset/benchmark_p/p_24.png,1,1,0.7539820122793861
dataset/benchmark_p/p_12.png,1,1,0.8614770174856519
dataset/benchmark_p/p_42.png,1,1,0.7084114270280633
dataset/benchmark_p/p_29.png,1,1,0.7075207176381808
dataset/benchmark_p/p_4.png,1,1,0.8758716758297921
dataset/benchmark_p/p_19.png,1,1,0.7550315230489619
dataset/benchmark_p/p_45.png,1,0,0.6734399498289928
dataset/benchmark_p/p_22.png,1,1,0.8130906743963888
dataset/benchmark_p/p_0.png,1,1,0.7877414952236133
dataset/benchmark_p/p_41.png,1,0,0.4328358227872051
dataset/benchmark_p/p_39.png,1,0,0.5343722368652184
dataset/benchmark_p/p_47.png,1,0,0.4450355733954693
dataset/benchmark_p/p_16.png,1,1,0.8238513844769486
dataset/benchmark_p/p_8.png,1,1,0.8990433201479606
dataset/benchmark_n/n_6.png,0,0,0.5793966545206712
dataset/benchmark_n/n_16.png,0,0,0.5912066806134901
dataset/benchmark_n/n_9.png,0,0,0.025118028528098583
dataset/benchmark_n/n_36.png,0,0,0.6802401704142087
dataset/benchmark_n/n_43.png,0,0,1.0000000994736041e-07
dataset/benchmark_n/n_38.png,0,0,0.5192234589522958
dataset/benchmark_n/n_29.png,0,0,0.2955699429682492
dataset/benchmark_n/n_30.png,0,0,0.06988838041582214
dataset/benchmark_n/n_10.png,0,0,0.10719744658097649
dataset/benchmark_n/n_26.png,0,0,0.24984647254883197
dataset/benchmark_n/n_22.png,0,0,1.837966183406615e-05
dataset/benchmark_n/n_33.png,0,0,0.5310457956961618
dataset/benchmark_n/n_44.png,0,0,0.20334301252188097
dataset/benchmark_n/n_35.png,0,0,0.14025591271664517
dataset/benchmark_n/n_49.png,0,0,0.6546091763885731
dataset/benchmark_n/n_23.png,0,0,0.02000063607502779
dataset/benchmark_n/n_17.png,0,0,0.4424055242507881
dataset/benchmark_n/n_20.png,0,0,1.0000000994736041e-07
dataset/benchmark_n/n_45.png,0,1,0.8450285188072159
dataset/benchmark_n/n_13.png,0,0,0.12115472614648505
dataset/benchmark_n/n_3.png,0,0,0.0006437997505359718
dataset/benchmark_n/n_32.png,0,1,0.7807991763918629
dataset/benchmark_n/n_31.png,0,0,0.6090632575549455
dataset/benchmark_n/n_41.png,0,0,0.567044652458566
dataset/benchmark_n/n_25.png,0,0,0.5884311360933145
dataset/benchmark_n/n_40.png,0,0,0.5508098550073312
dataset/benchmark_n/n_42.png,0,0,0.004024224481766169
dataset/benchmark_n/n_15.png,0,0,0.060349777643131125
dataset/benchmark_n/n_27.png,0,0,0.0008426394572634804
dataset/benchmark_n/n_21.png,0,0,4.024428483495423e-06
dataset/benchmark_n/n_8.png,0,0,0.0031783740112972148
dataset/benchmark_n/n_46.png,0,1,0.7746658245567594
dataset/benchmark_n/n_11.png,0,0,0.5493521939814581
dataset/benchmark_n/n_39.png,0,1,0.7930445295592851
dataset/benchmark_n/n_7.png,0,0,0.06111015839137558
dataset/benchmark_n/n_19.png,0,0,0.00017772941123517016
dataset/benchmark_n/n_14.png,0,0,0.371035200952042
dataset/benchmark_n/n_24.png,0,0,0.05284123313656477
dataset/benchmark_n/n_5.png,0,0,0.02775270480428914
dataset/benchmark_n/n_34.png,0,0,0.6196821954484641
dataset/benchmark_n/n_48.png,0,0,0.556067923072685
dataset/benchmark_n/n_28.png,0,0,0.6649677642599235
dataset/benchmark_n/n_2.png,0,0,0.00232896532339971
dataset/benchmark_n/n_0.png,0,0,0.00023816804412672024
dataset/benchmark_n/n_37.png,0,1,0.705486111994307
dataset/benchmark_n/n_1.png,0,0,0.005139739502089197
dataset/benchmark_n/n_50.png,0,0,0.4411726673000344
dataset/benchmark_n/n_12.png,0,0,0.4525885092680842
dataset/benchmark_n/n_18.png,0,0,1.0000000994736041e-07
dataset/benchmark_n/n_4.png,0,0,0.0005367398605129025
dataset/benchmark_n/n_47.png,0,0,0.5775838100973898
score,0.7549019607843137
